5177	0.000382662
355	0.000219584
278	0.000228882
16278	0.00029707
6719	0.00025773
8	0.000212431
576629	0.00254059
158093	0.000915766
1804	0.00022769
10477	0.00026679
462475	0.00208449
436	0.000226259
1574	0.000222206
3093	0.000152826
260	0.00012064
0	0.000130177
388	0.000208855
1051	0.000219107
12705317	0.0645585
3	0.000308275
47	0.00022006
0	0.000210762
102359	0.000588179
75674	0.000469685
14139	0.000279665
24317	0.000311613
17	0.000213623
68	0.00018239
839	0.000153542
104	0.000213861
16273	0.000279188
2333559	0.00978374
22	0.000286818
10	0.000126362
332	0.000211954
62794	0.000445604
527	0.00021553
67	0.000116587
1312	0.000122309
12052	0.000274181
571	0.000143766
1292	0.000144958
0	0.000129223
3	0.000127316
415	9.41753e-05
81525	0.000526667
615	8.98838e-05
24	7.62939e-05
5	7.36713e-05
35519	0.000317335
118169	0.000750303
14280	0.000216722
58	0.000130177
29	0.000131845
1	0.0001266
241930	0.00140882
4	0.000137806
173	0.000133038
327	8.9407e-05
0	7.89165e-05
335	7.77245e-05
11	7.43866e-05
479	8.10623e-05
7	7.96318e-05
38237	0.000289679
396	8.36849e-05
4895	0.000125408
437554	0.00244212
5852	0.000159025
12218924	0.0581594
630764	0.00289559
0	0.000262022
0	0.000204802
2524	0.000246525
2401	0.000250101
9147	0.000265121
77	0.000210524
316	0.000211477
5804	0.000217915
85139	0.000437737
1045	0.000106573
15565	0.000197887
33351	0.00034833
147	0.000215292
169	0.000211239
93	0.00020051
245424	0.00118232
57625	0.000335932
12	0.000113249
105	0.000103951
4560	0.000140667
25477973	0.129395
23	0.00191236
521	0.000219107
8556	0.000249624
946949	0.00383759
151	0.000152588
12610	0.000168085
16302	0.000172138
272	0.000106096
118285	0.000547647
46	6.03199e-05
29	5.38826e-05
6686	8.27312e-05
28	4.95911e-05
6	4.88758e-05
275	5.67436e-05
94	4.98295e-05
26720	0.000149012
1279798	0.00499487
15710	0.000226259
42	9.82285e-05
330	0.000123501
24759	0.00029707
2114	0.000222921
2036	0.000228882
6	0.000204086
4	0.000207424
3983	0.000204563
1371	0.000136375
4986	0.000196934
47976	0.000296354
11	0.000206232
0	0.000205278
5	0.000203848
5	0.000203371
113424	0.000629902
77	0.00016284
547337	0.00203276
6	7.58171e-05
59517	0.000325203
641302	0.0024004
4532	0.000110865
179	0.000107288
30823	0.00022316
4	0.000104189
961487	0.00487113
576	0.000127316
107	0.000141144
79	0.000139236
769	0.000141382
210	8.05855e-05
537063	0.00276875
10	8.70228e-05
17214	0.000181198
2417	9.89437e-05
5617	0.000107765
723	7.4625e-05
1385	7.55787e-05
133	6.91414e-05
28	6.79493e-05
374491	0.00190926
279107	0.00144863
9009	0.000135422
387627	0.00196266
147	7.29561e-05
1	0.000142097
117003	0.000716925
1508	0.000139952
8093551	0.0345762
90083	0.000510454
43	0.000136137
1	0.000112772
60	0.000109911
6751	0.000155687
1	0.000117779
73533	0.000397444
1009	7.36713e-05
419819	0.00178432
7090	0.00016284
14665	0.000168324
20	9.9659e-05
35298	0.00023818
3	6.31809e-05
173770	0.000726223
0	5.38826e-05
